,Unnamed: 0,Strain,Type_raw,Effects_raw,Ailment_raw,Flavor_raw,Description_raw,labels,Type_lemma,Effects_lemma,Ailment_lemma,Flavor_lemma,Description_lemma,alltext
931,931,Grandmas Sugar Cookie,Indica,"Focused, Happy, Relaxed, Energetic, Creative",,"Pungent, Sweet, Cheese","Grandma’s Sugar Cookies by Johnston’s Genetics is a sweet cross of Girl Scout Cookies and Black Sugar Berry. This strain brings GSC’s happy, heavyweight buzz together with the candied indica-dominant genetics of Black Sugar Berry (Black Sugar Rose x Plushberry) to offer consumers a delectable terpene profile rich with notes of anise, tart cherries, dough, and pungent earth. It behaves similarly to Girl Scout Cookies, but offers deeper relaxation that may lead to sleep. This strain’s strong, carefree effects make it ideal for folks looking to nullify stress and enhance mood.     ",4,['Indica'],"['energetic', 'Happy', 'focused', 'relaxed', 'creative']",[],"['cheese', 'pungent', 'sweet']","['Grandma', 'Sugar', 'Cookies', 'Johnston', 'Genetics', 'sweet', 'cross', 'Girl', 'Scout', 'Cookies', 'Black', 'Sugar', 'Berry', 'strain', 'bring', 'GSC', 'happy', 'heavyweight', 'buzz', 'candy', 'indica', 'dominant', 'genetics', 'Black', 'Sugar', 'Berry', 'Black', 'Sugar', 'Rose', 'x', 'Plushberry', 'offer', 'consumer', 'delectable', 'terpene', 'profile', 'rich', 'note', 'anise', 'tart', 'cherry', 'dough', 'pungent', '  ', 'earth', 'behave', 'similarly', 'Girl', 'Scout', 'Cookies', 'offer', 'deep', 'relaxation', 'lead', 'sleep', 'strain', 'strong', 'carefree', 'effect', 'ideal', 'folk', 'look', 'nullify', 'stress', 'enhance', 'mood', '\xa0 \xa0\xa0']","['\xa0 \xa0\xa0 ', 'enhance', 'Profile', 'Earth', 'Anise', '  ', 'Gsc', 'Sweet', 'Focused', 'Plushberry', 'Folk', 'Relaxed', 'Mood', 'Cherry', 'similarly', 'effect', 'look', 'Black', 'Consumer', 'Note', 'Sleep', 'Happy', 'Grandma', 'Stress', 'offer', 'Indica', 'Johnston', 'Genetics', 'Dough', 'Cookies', 'Lead', 'strong', 'Carefree', 'Cheese', 'Relaxation', 'energetic', 'pungent', 'Nullify', 'Berry', 'Strain', 'Rich', 'Bring', 'Cross', 'Heavyweight', 'Behave', 'Terpene', 'Creative', 'Rose', 'X', 'tart', 'deep', 'Ideal', 'Candy', 'Girl', 'Dominant', 'Sugar', 'Delectable', 'Buzz', 'Scout']"
932,932,Grandpa Breath,Indica,"Euphoric, Relaxed, Creative, Uplifted, Sleepy",,"Earthy, Lavender, Floral","Grandpa’s Breath is a semi-sedative indica-dominant strain that provides functional relaxation. This special cut combining parent strains OG Kush and Granddaddy Purple was bred by Dungeons Vault Genetics, and it emits pungent, earthy terpenes with a little fruitiness intermixed. Grandpa’s Breath has an above average yield, but also tends to take a touch longer to flower. Utilize Grandpa’s Breath in the evening to maximize the deep relaxation central to its effects.    ",4,['Indica'],"['creative', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'Flowery', 'lavender']","['Grandpa', 'breath', 'semi', 'sedative', 'indica', 'dominant', 'strain', 'provide', 'functional', 'relaxation', 'special', 'cut', 'combine', 'parent', 'strain', 'OG', 'Kush', 'Granddaddy', 'Purple', 'breed', 'dungeon', 'Vault', 'Genetics', 'emit', 'pungent', 'earthy', 'terpene', 'little', 'fruitiness', 'intermix', 'Grandpa', 'breath', 'average', 'yield', 'tend', 'touch', 'longer', 'flower', 'utilize', 'Grandpa', 'breath', 'evening', 'maximize', 'deep', 'relaxation', 'central', 'effect', '\xa0\xa0\xa0']","['little', 'provide', 'utilize', 'fruitiness', '\xa0\xa0\xa0 ', 'yield', 'relaxed', 'functional', 'Effect', 'Uplifted', 'parent', 'emit', 'Cut', 'sleepy', 'Indica', 'Dungeon', 'Granddaddy', 'Genetics', 'tend', 'combine', 'Evening', 'Relaxation', 'Breed', 'average', 'pungent', 'lavender', 'strain', 'Maximize', 'Terpene', 'creative', 'euphoric', 'deep', 'Vault', 'Flowery', 'Touch', 'Central', 'Flower', 'Purple', 'longer', 'Breath', 'Intermix', 'Earthy', 'sedative', 'Grandpa', 'Dominant', 'semi', 'special', 'Og', 'Kush']"
933,933,Grandpa Larry Og,"Hybrid, Indica","Happy, Focused, Euphoric, Paranoid, Relaxed, Uplifted, Mouth, Dry, Tingly, Sleepy","Inflammation, Stress, Pain, Insomnia, Depression","Earthy, Pungent, Grape, Sweet"," An instant classic from top tier genetics, Grandpa Larry OG is the next elite OG strain. Granddaddy Purple and Larry OG were crossed to create this indica that behaves more like a hybrid. With clear, creative thoughts paired with a subtle relaxing effect, this strain can relieve pain without locking you to the couch. Taking after Granddaddy Purple in growth, these dense dark green and purple buds are covered in trichomes and orange hairs.",2,"['Indica', 'Hybrid']","['tingly', 'happy', 'dry', 'sleepy', 'paranoid', 'focus', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Stress', 'Depression', 'Insomnia', 'inflammation']","['earthy', 'Grape', 'pungent', 'sweet']","[' ', 'instant', 'classic', 'tier', 'genetic', 'Grandpa', 'Larry', 'OG', 'elite', 'OG', 'strain', '  ', 'Granddaddy', 'Purple', '  ', 'Larry', 'OG', 'cross', 'create', 'indica', 'behave', 'like', 'hybrid', '  ', 'clear', 'creative', 'thought', 'pair', 'subtle', 'relaxing', 'effect', 'strain', 'relieve', 'pain', 'lock', 'couch', '  ', 'take', 'Granddaddy', 'Purple', 'growth', 'dense', 'dark', 'green', 'purple', 'bud', 'cover', 'trichomes', 'orange', 'hair']","['relieve', 'subtle', '  ', 'Depression', 'Hybrid', 'sweet', 'instant', 'create', 'Green', 'Focused', 'relaxed', 'Effect', 'Uplifted', 'Hair', 'stress', 'Tingly', 'happy', 'dry', 'clear', 'dark', 'relax', 'classic', 'sleepy', 'Indica', 'Granddaddy', 'Grape', 'Elite', 'Growth', 'Pain', 'Pungent', 'Orange', 'Strain', 'Cross', 'Lock', 'behave', 'Insomnia', 'Cover', 'Euphoric', 'creative', 'Larry', 'Genetic', 'dense', 'Purple', 'Bud', 'Tier', 'trichomes', 'pair', ' ', 'Thought', 'Earthy', 'Grandpa', 'paranoid', 'Couch', 'Mouth', 'Og', 'inflammation', 'like']"
934,934,Grape Ape,"Hybrid, Indica","Happy, Euphoric, Relaxed, Anxious, Uplifted, Mouth, Dry, Sleepy","Insomnia, Stress, Depression, Pain","Sweet, Grape, Berry"," Grape Ape, propagated by Apothecary Genetics and Barney’s Farm, is a mostly indica strain that crosses Mendocino Purps, Skunk, and Afghani. Named for its distinct grape-like smell, this indica is known for providing carefree relaxation that can help soothe pain, stress, and anxiety. Its dense, compact buds are wreathed in deep purple leaves which darken as this indica reaches full maturation following its 7 to 8 week flowering time.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Insomnia', 'Stress', 'depression']","['Berry', 'Grape', 'Sweet']","[' ', 'Grape', 'Ape', 'propagate', 'Apothecary', 'Genetics', 'Barney', 'Farm', 'indica', 'strain', 'cross', 'Mendocino', 'Purps', 'Skunk', 'Afghani', 'name', 'distinct', 'grape', 'like', 'smell', 'indica', 'know', 'provide', 'carefree', 'relaxation', 'help', 'soothe', 'pain', 'stress', 'anxiety', 'dense', 'compact', 'bud', 'wreathe', 'deep', 'purple', 'leave', 'darken', 'indica', 'reach', 'maturation', 'follow', '7', '8', 'week', 'flowering', 'time']","['provide', 'Farm', 'Depression', 'Hybrid', 'sweet', 'propagate', 'soothe', 'darken', 'relaxed', 'follow', 'Compact', 'Uplifted', 'Stress', 'Skunk', 'Happy', 'dry', 'anxious', 'Week', 'Know', 'maturation', 'sleepy', 'Indica', 'Genetics', '8', 'Ape', 'Grape', 'Carefree', 'leave', 'Relaxation', 'Time', 'Pain', 'Berry', 'Strain', 'Anxiety', 'Cross', 'Help', 'Insomnia', 'Wreathe', 'Apothecary', 'Smell', 'euphoric', 'Deep', 'Purps', 'Reach', 'Dense', 'Distinct', 'Flower', 'Purple', 'Bud', 'Richmond', '7', ' ', 'Barney', 'Mendocino', 'Afghani', 'Mouth', 'like']"
935,935,Grape Calyx,Hybrid,"Happy, Euphoric, Hungry, Creative, Uplifted",,"Floral, Grape, Sweet","Grape Calyx by Calyx Garden is a strain with deep roots in a half-dozen genetic parents. Calyx Garden has been breeding this strain since 2012 and began by crossing Durban Poison and Master Kush. The cross was then combined with SFV OG, which was then bred with Platinum Girl Scout Cookies. This “Suicide Girl” strain was then crossed with the rare Purple Pineapple to create a strain bursting with purple calyxes, appearing similar to a bunch of grapes dusted with trichomes. Grape Calyx is ideal for consumers seeking to relieve general physical discomfort, stimulate appetite, and enhance their mood.  ",5,['hybrid'],"['happy', 'creative', 'hungry', 'euphoric', 'uplifted']",[],"['flowery', 'Grape', 'Sweet']","['grape', 'Calyx', 'Calyx', 'Garden', 'strain', 'deep', 'root', 'half', 'dozen', 'genetic', 'parent', 'Calyx', 'Garden', 'breed', 'strain', '2012', 'begin', 'cross', 'Durban', 'Poison', 'Master', 'Kush', '  ', 'cross', 'combine', 'SFV', 'OG', 'breed', 'Platinum', 'Girl', 'Scout', 'Cookies', 'Suicide', 'Girl', 'strain', 'cross', 'rare', 'Purple', 'Pineapple', 'create', 'strain', 'burst', 'purple', 'calyx', 'appear', 'similar', 'bunch', 'grape', 'dust', 'trichome', 'Grape', 'Calyx', 'ideal', 'consumer', 'seek', 'relieve', 'general', 'physical', 'discomfort', 'stimulate', 'appetite', 'enhance', 'mood', '  ']","['relieve', 'enhance', 'begin', 'half', '  ', 'Suicide', 'Hybrid', 'sweet', 'create', 'Master', '\xa0 ', 'Dozen', 'Rare', 'Mood', 'Parent', 'Uplifted', 'General', 'Consumer', 'Happy', 'Poison', 'Trichome', 'Appetite', 'Grape', 'Bunch', 'Burst', 'Cookies', 'Dust', 'Combine', 'Og', 'Physical', 'stimulate', 'similar', 'Breed', '2012', 'discomfort', 'Strain', 'Cross', 'Garden', 'Root', 'Sfv', 'Hungry', 'Scout', 'creative', 'deep', 'euphoric', 'ideal', 'seek', 'Genetic', 'Flowery', 'Girl', 'Platinum', 'Purple', 'Pineapple', 'appear', 'Calyx', 'Durban', 'Kush']"
936,936,Grape Cookie,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Hungry, Anxious, Creative, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Muscle, Spasms, Insomnia","Sweet, Grape, Diesel, Berry"," Grape Cookies by Pisces Genetics is the rich indica-dominant cross between Forum Girl Scout Cookies and Grape Kush. With strong OG elements on one side, complex floral terpenes on the other, and flavors of sweet berry and grape throughout, this strain is a knockout. The frosted buds exhibit hints of lavender, rose, grape, that morph into subtle fuel and red wine on the exhale. ",2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'creative', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'stress', 'Spasms', 'Muscle', 'Insomnia']","['diesel', 'Berry', 'Grape', 'Sweet']","[' ', 'Grape', 'Cookies', 'Pisces', 'Genetics', 'rich', 'indica', 'dominant', 'cross', 'Forum', 'Girl', 'Scout', 'Cookies', 'Grape', 'Kush', 'strong', 'OG', 'element', 'complex', 'floral', 'terpene', 'flavor', 'sweet', 'berry', 'grape', 'strain', 'knockout', 'frosted', 'bud', 'exhibit', 'hint', 'lavender', 'rise', 'grape', 'morph', 'subtle', 'fuel', 'red', 'wine', 'exhale', '  ']","['subtle', '  ', 'Hybrid', 'Sweet', 'Hint', '\xa0 ', 'relaxed', 'rise', 'Pisces', 'Fuel', 'Uplifted', 'Stress', 'Knockout', 'Happy', 'dry', 'anxious', 'Diesel', 'Complex', 'sleepy', 'Indica', 'Genetics', 'Grape', 'Cookies', 'Strong', 'Forum', 'Element', 'Pain', 'Exhale', 'Morph', 'Berry', 'Rich', 'Strain', 'Lavender', 'Cross', 'Frosted', 'Insomnia', 'Scout', 'Hungry', 'Terpene', 'euphoric', 'creative', 'Red', 'Girl', 'Bud', 'Spasms', ' ', 'Flavor', 'Exhibit', 'Muscle', 'paranoid', 'Dominant', 'Floral', 'Wine', 'Mouth', 'Og', 'Kush']"
937,937,Grape Crush,"Hybrid, Indica","Happy, Euphoric, Relaxed, Hungry, Energetic, Creative, Uplifted, Mouth, Dry, Talkative","Stress, Pain, Muscle, Spasms, Insomnia, Depression","Sweet, Grape, Berry"," Grape Crush (or Grapekrush) is an indica-heavy hybrid strain with just enough sativa to keep the high energizing and smooth. This plant was bred by DJ Short to be an outdoor grower, but with the right TLC, Grape Crush delivers indoors as well. The strain comes from Blueberry parents and inherited their purple to blue coloring and their namesake berry flavor. Grape Crush plants flower in 8-9 weeks, and the buds are intended to produce a slow-moving high that relaxes the body and inspires the mind.",2,"['Indica', 'Hybrid']","['energetic', 'happy', 'dry', 'hungry', 'creative', 'talkative', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Stress', 'Depression', 'Spasms', 'Muscle', 'Insomnia']","['Berry', 'Grape', 'Sweet']","[' ', 'grape', 'crush', 'Grapekrush', 'indica', 'heavy', 'hybrid', 'strain', 'sativa', 'high', 'energizing', 'smooth', 'plant', 'breed', 'DJ', 'Short', 'outdoor', 'grower', 'right', 'TLC', 'Grape', 'crush', 'deliver', 'indoor', 'strain', 'come', 'Blueberry', 'parent', 'inherit', 'purple', 'blue', 'coloring', 'namesake', 'berry', 'flavor', 'grape', 'crush', 'plant', 'flower', '8', '9', 'week', 'bud', 'intend', 'produce', 'slow', 'move', 'high', 'relax', 'body', 'inspire', 'mind']","['body', 'Short', '  ', 'depression', 'Sativa', 'Hybrid', 'Heavy', 'Sweet', 'Produce', 'Namesake', 'relaxed', 'Inspire', 'Plant', 'Uplifted', 'Parent', 'Mind', 'come', 'Grower', 'smooth', 'stress', 'Coloring', 'Happy', 'Dry', 'Grapekrush', 'Week', 'slow', 'relax', 'deliver', 'Indica', '8', 'Grape', 'intend', '9', 'Blueberry', 'Pain', 'energetic', 'high', 'Breed', 'Blue', 'Berry', 'Strain', 'Tlc', 'Insomnia', 'Hungry', 'Inherit', 'creative', 'euphoric', 'Dj', 'Energizing', 'Flower', 'Purple', 'Bud', 'Spasms', 'Outdoor', ' ', 'Flavor', 'Muscle', 'talkative', 'right', 'Crush', 'Mouth', 'Indoor']"
938,938,Grape Dawg,Hybrid,,,,"Grape Dawg is an indica-leaning hybrid created by Nebula Gardens. This grape phenotype was “mysteriously” given to Robert Meyer before circulating throughout the Pacific Northwest and is a cross between Lemon Kush and Alien Dawg. This strain’s delicious flavor is contrasted against the strain’s pungent, room filling aroma of sweet gas and citrus. Grape Dawg’s uplifting mental state coupled with nausea reduction and appetite stimulation make this an enjoyable accompaniment throughout the day, but especially before or after a meal. ",5,['hybrid'],[],[],[],"['Grape', 'Dawg', 'indica', 'lean', 'hybrid', 'create', 'Nebula', 'Gardens', 'grape', 'phenotype', 'mysteriously', 'give', 'Robert', 'Meyer', 'circulate', 'Pacific', 'Northwest', 'cross', 'Lemon', 'Kush', 'Alien', 'Dawg', 'strain', 'delicious', 'flavor', 'contrast', 'strain', 'pungent', 'room', 'fill', 'aroma', 'sweet', 'gas', 'citrus', 'Grape', 'Dawg', 'uplifting', 'mental', 'state', 'couple', 'nausea', 'reduction', 'appetite', 'stimulation', 'enjoyable', 'accompaniment', 'day', 'especially', 'meal', '  ']","['mental', 'Pacific', 'Phenotype', 'Hybrid', 'mysteriously', 'sweet', 'create', 'stimulation', 'Nebula', '\xa0 ', 'Northwest', 'Lemon', 'Gardens', 'Lean', 'Dawg', 'Fill', 'Indica', 'Room', 'Appetite', 'Grape', 'uplifting', 'especially', 'nausea', 'circulate', 'reduction', 'Pungent', 'gas', 'Strain', 'Robert', 'Day', 'Cross', 'Meal', 'Couple', 'State', 'Meyer', 'Alien', 'Contrast', 'Aroma', 'Flavor', 'enjoyable', 'Citrus', 'Accompaniment', 'Delicious', 'Kush']"
939,939,Grape Drink,Indica,"Giggly, Happy, Euphoric, Creative, Tingly",,"Floral, Sweet, Grape","Grape Drink is a sweet cross of familiar genetics. Kimbo Kush x Grape God offer their best attributes to this indica, expressing themselves as large spear-shaped colas from Kimbo Kush and the intoxicatingly sweet aroma of Grape God. While Grape Drink’s sweet candy flavor is enough to win over consumers from coast to coast, its luscious body effects and reflective mental state make it a must-have. Enjoy Grape Drink in small doses for a manageable all-day indica, but continue to consume this heady cut and anticipate heavy body effects that lead toward rest and relaxation.       ",4,['Indica'],"['tingly', 'happy', 'creative', 'giggly', 'euphoric']",[],"['flowery', 'Grape', 'Sweet']","['grape', 'drink', 'sweet', 'cross', 'familiar', 'genetic', 'Kimbo', 'Kush', 'x', 'grape', 'God', 'offer', 'good', 'attribute', 'indica', 'express', 'large', 'spear', 'shape', 'cola', 'Kimbo', 'Kush', 'intoxicatingly', 'sweet', 'aroma', 'Grape', 'God', 'Grape', 'Drink', 'sweet', 'candy', 'flavor', 'win', 'consumer', 'coast', 'coast', 'luscious', 'body', 'effect', 'reflective', 'mental', 'state', 'enjoy', 'Grape', 'drink', 'small', 'dose', 'manageable', 'day', 'indica', 'continue', 'consume', 'heady', 'cut', 'anticipate', 'heavy', 'body', 'effect', 'lead', 'rest', 'relaxation', '\xa0 \xa0 \xa0\xa0']","['good', 'Mental', 'Body', 'Heavy', 'Sweet', 'enjoy', 'effect', 'Consumer', 'Cola', 'Tingly', 'Happy', 'offer', 'Cut', 'Giggly', 'Kimbo', 'Indica', 'Dose', 'rest', 'Grape', 'reflective', 'Lead', 'relaxation', 'continue', 'God', 'Express', 'large', 'Luscious', 'Cross', 'Coast', 'Win', 'Shape', 'Day', 'small', 'creative', 'euphoric', 'X', 'attribute', 'State', 'Genetic', 'familiar', 'Flowery', 'Candy', '\xa0 \xa0 \xa0\xa0 ', 'consume', 'Aroma', 'Flavor', 'manageable', 'heady', 'anticipate', 'Intoxicatingly', 'Spear', 'drink', 'Kush']"
940,940,Grape God,Hybrid,"Happy, Euphoric, Relaxed, Uplifted, Sleepy",,"Sweet, Grape, Berry","Grape God is an indica-dominant hybrid that combines God Bud and Grapefruit genetics. As its name suggests, this strain has a sweet grape aroma with earthy notes that activate on the exhale. Powerful, long-lasting euphoria knocks out stress, leaving your mood elevated and your body relaxed. ",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['Berry', 'Grape', 'Sweet']","['Grape', 'God', 'indica', 'dominant', 'hybrid', 'combine', '  ', 'God', 'Bud', '  ', 'Grapefruit', '  ', 'genetics', 'suggest', 'strain', 'sweet', 'grape', 'aroma', 'earthy', 'note', 'activate', 'exhale', 'powerful', 'long', 'last', 'euphoria', 'knock', 'stress', 'leave', 'mood', 'elevated', 'body', 'relaxed', '  ']","['body', 'Euphoria', '  ', 'Grapefruit', 'Hybrid', 'Sweet', '\xa0 ', 'relaxed', 'Mood', 'powerful', 'Uplifted', 'Note', 'Stress', 'happy', 'sleepy', 'Indica', 'Genetics', 'Long', 'Grape', 'combine', 'leave', 'activate', 'exhale', 'Berry', 'God', 'Strain', 'Euphoric', 'suggest', 'Knock', 'Bud', 'Aroma', 'Elevated', 'earthy', 'dominant']"
941,941,Grape Inferno,"Hybrid, Indica","Focused, Happy, Euphoric, Paranoid, Relaxed, Hungry, Anxious, Mouth, Dry, Tingly, Sleepy","Inflammation, Stress, Pain, Insomnia, Depression","Sweet, Grape, Diesel, Citrus"," Grape Inferno is a 70/30 indica-dominant strain bred by NorStar Genetics and propagated by TGA Genetics. A cross between Nepali OG and Querkle, Grape Inferno inherits a dense bud structure and a sweet grape aroma from which this strain gets its name. With flavorful undertones of hash and berries, Grape Inferno delivers a meditative and calming high that lets the body relax while the mind wanders. Its buds bloom in a colorful show of lavender, pink, red, and green.",2,"['Indica', 'Hybrid']","['tingly', 'happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'focused', 'paranoid', 'hungry', 'euphoric', 'Mouth']","['pain', 'Stress', 'Depression', 'Insomnia', 'inflammation']","['diesel', 'Citrus', 'Grape', 'Sweet']","[' ', 'Grape', 'Inferno', '70/30', 'indica', 'dominant', 'strain', 'breed', 'NorStar', 'Genetics', 'propagate', 'TGA', 'Genetics', 'cross', 'Nepali', 'OG', 'Querkle', 'Grape', 'Inferno', 'inherit', 'dense', 'bud', 'structure', 'sweet', 'grape', 'aroma', 'strain', 'get', 'flavorful', 'undertone', 'hash', 'berry', 'Grape', 'Inferno', 'deliver', 'meditative', 'calm', 'high', 'let', 'body', 'relax', 'mind', 'wander', 'bud', 'bloom', 'colorful', 'lavender', 'pink', 'red', 'green']","['calm', 'Body', '  ', 'Depression', 'Hybrid', 'Nepali', 'sweet', 'meditative', 'Green', 'propagate', 'focus', 'relaxed', '70/30', 'flavorful', 'mind', 'stress', 'Tingly', 'happy', 'dry', 'anxious', 'Diesel', 'Colorful', 'relax', 'sleepy', 'Indica', 'Genetics', 'Deliver', 'Grape', 'Inferno', 'Pain', 'Breed', 'high', 'Berry', 'Strain', 'Lavender', 'Cross', 'Insomnia', 'Hungry', 'Inherit', 'euphoric', 'Red', 'let', 'dense', 'Hash', 'Bud', 'Norstar', 'Querkle', ' ', 'Aroma', 'Bloom', 'undertone', 'paranoid', 'Citrus', 'Dominant', 'Tga', 'Structure', 'wander', 'Mouth', 'Pink', 'Og', 'inflammation']"
942,942,Grape Krush,Indica,"Happy, Hungry, Energetic, Uplifted, Talkative",,"Sweet, Grape, Berry","Grape Crush (or Grapekrush) is an indica-heavy hybrid strain with just enough sativa to keep the high energizing and smooth. This plant was bred by DJ Short to be an outdoor grower, but with the right TLC, Grape Crush delivers indoors as well. The strain comes from Blueberry parents and inherited their purple to blue coloring and their namesake berry flavor. Grape Crush plants flower in 8-9 weeks, and the buds are intended to produce a slow-moving high that relaxes the body and inspires the mind.",4,['Indica'],"['energetic', 'happy', 'talkative', 'hungry', 'Uplifted']",[],"['Berry', 'Grape', 'Sweet']","['grape', 'crush', 'Grapekrush', 'indica', 'heavy', 'hybrid', 'strain', 'sativa', 'high', 'energizing', 'smooth', 'plant', 'breed', 'DJ', 'Short', 'outdoor', 'grower', 'right', 'TLC', 'Grape', 'crush', 'deliver', 'indoor', 'strain', 'come', 'Blueberry', 'parent', 'inherit', 'purple', 'blue', 'coloring', 'namesake', 'berry', 'flavor', 'grape', 'crush', 'plant', 'flower', '8', '9', 'week', 'bud', 'intend', 'produce', 'slow', 'move', 'high', 'relax', 'body', 'inspire', 'mind']","['body', 'Short', 'sativa', 'Hybrid', 'Heavy', 'sweet', 'Produce', 'Namesake', 'Inspire', 'Plant', 'Uplifted', 'Parent', 'Mind', 'come', 'Grower', 'smooth', 'coloring', 'slow', 'Happy', 'Grapekrush', 'Week', 'relax', 'deliver', 'Indica', '8', 'Grape', 'intend', '9', 'Blueberry', 'Breed', 'energetic', 'high', 'Blue', 'Berry', 'Strain', 'Tlc', 'Hungry', 'Inherit', 'Dj', 'Energizing', 'Flower', 'Purple', 'Bud', 'Outdoor', 'Flavor', 'talkative', 'right', 'Crush', 'indoor']"
